Temporada,Fecha,EquipoLocal,GolesFavL5,GolesConL5,PuntosL5,PosicionLocal,GolesFav1L5,GolesCont1L5,EquipoVisitante, GolesFavV5,GolesConV5,PuntosV5,PosicionVisitante,GolesFav1V5,GolesCon1V5,Ganador,Goles Local,Goles Local primera parte,Goles Visitante,Goles Visitante primera parte
2020-21,2021-01-12,Granada,4,9,6,7,3.0,4.0,Osasuna,5,7,4,19,2.0,2.0,H,2.0,2.0,0.0,0.0
2020-21,2021-01-12,Ath Madrid,8,4,12,1,3.0,1.0,Sevilla,8,4,11,6,4.0,2.0,H,2.0,1.0,0.0,0.0
2020-21,2021-01-19,Cadiz,4,5,5,9,1.0,2.0,Levante,10,8,10,12,4.0,4.0,D,2.0,2.0,2.0,2.0
2020-21,2021-01-19,Valladolid,2,5,5,17,1.0,3.0,Elche,5,10,2,18,1.0,5.0,D,2.0,0.0,2.0,2.0
2020-21,2021-01-19,Alaves,5,9,4,16,3.0,4.0,Sevilla,7,5,10,6,3.0,3.0,A,1.0,1.0,2.0,2.0
2020-21,2021-01-20,Getafe,6,4,7,13,3.0,4.0,Huesca,2,8,1,20,1.0,2.0,H,1.0,0.0,0.0,0.0
2020-21,2021-01-20,Betis,7,7,7,10,1.0,5.0,Celta,5,8,7,9,3.0,6.0,H,2.0,2.0,1.0,1.0
2020-21,2021-01-20,Villarreal,10,5,10,5,7.0,2.0,Granada,4,9,6,7,3.0,4.0,D,2.0,1.0,2.0,1.0
2020-21,2021-01-21,Valencia,5,6,5,16,2.0,2.0,Osasuna,4,6,4,19,2.0,2.0,D,1.0,0.0,1.0,1.0
2020-21,2021-01-21,Eibar,6,8,4,14,2.0,4.0,Ath Madrid,10,2,15,1,4.0,0.0,A,1.0,1.0,2.0,1.0
2020-21,2021-01-22,Levante,10,9,8,12,5.0,5.0,Valladolid,3,6,5,16,1.0,4.0,D,2.0,0.0,2.0,0.0
2020-21,2021-01-23,Huesca,2,7,1,20,1.0,2.0,Villarreal,9,6,8,4,6.0,3.0,D,0.0,0.0,0.0,0.0
2020-21,2021-01-23,Sevilla,8,6,10,5,5.0,4.0,Cadiz,6,5,6,9,3.0,3.0,H,3.0,2.0,0.0,0.0
2020-21,2021-01-23,Sociedad,5,8,4,6,4.0,4.0,Betis,9,6,10,8,3.0,4.0,D,2.0,0.0,2.0,0.0
2020-21,2021-01-23,Alaves,6,9,4,17,4.0,5.0,Real Madrid,8,2,11,2,4.0,1.0,A,1.0,0.0,4.0,3.0
2020-21,2021-01-24,Osasuna,3,5,4,19,2.0,2.0,Granada,6,9,7,7,4.0,5.0,H,3.0,2.0,1.0,0.0
2020-21,2021-01-24,Elche,6,9,3,18,3.0,4.0,Barcelona,12,3,13,5,8.0,1.0,A,0.0,0.0,2.0,1.0
2020-21,2021-01-24,Celta,4,10,4,10,3.0,8.0,Eibar,6,7,4,16,2.0,3.0,D,1.0,1.0,1.0,0.0
2020-21,2021-01-24,Ath Madrid,9,2,15,1,4.0,1.0,Valencia,4,5,5,15,1.0,2.0,H,3.0,1.0,1.0,1.0
2020-21,2021-01-25,Ath Bilbao,6,5,7,13,3.0,3.0,Getafe,5,4,7,12,2.0,4.0,H,5.0,1.0,1.0,1.0
2020-21,2021-01-29,Valladolid,5,5,6,15,1.0,2.0,Huesca,1,6,1,20,0.0,2.0,A,1.0,0.0,3.0,1.0
2020-21,2021-01-30,Eibar,6,6,5,14,1.0,2.0,Sevilla,9,6,10,4,6.0,4.0,A,0.0,0.0,2.0,1.0
2020-21,2021-01-30,Real Madrid,9,2,11,2,5.0,0.0,Levante,11,10,8,12,5.0,4.0,A,1.0,1.0,2.0,1.0
2020-21,2021-01-30,Valencia,5,7,5,16,2.0,3.0,Elche,4,9,2,19,3.0,4.0,H,1.0,1.0,0.0,0.0
2020-21,2021-01-30,Villarreal,8,5,8,5,6.0,2.0,Sociedad,6,8,5,6,3.0,3.0,D,1.0,1.0,1.0,0.0
2020-21,2021-01-31,Getafe,5,8,6,14,2.0,4.0,Alaves,5,12,1,18,2.0,7.0,D,0.0,0.0,0.0,0.0
2020-21,2021-01-31,Cadiz,6,7,6,12,3.0,5.0,Ath Madrid,10,3,15,1,5.0,2.0,A,2.0,1.0,4.0,2.0
2020-21,2021-01-31,Granada,5,11,4,7,3.0,6.0,Celta,4,10,4,10,3.0,7.0,D,0.0,0.0,0.0,0.0
2020-21,2021-01-31,Barcelona,11,3,13,4,7.0,1.0,Ath Bilbao,9,6,7,11,4.0,4.0,H,2.0,1.0,1.0,0.0
2020-21,2021-02-01,Betis,10,8,8,8,3.0,4.0,Osasuna,5,5,6,17,4.0,2.0,H,1.0,0.0,0.0,0.0
2020-21,2021-02-05,Alaves,4,11,1,18,2.0,7.0,Valladolid,6,8,5,16,1.0,3.0,H,1.0,0.0,0.0,0.0
2020-21,2021-02-06,Levante,9,8,8,9,3.0,4.0,Granada,5,9,5,8,3.0,6.0,D,2.0,1.0,2.0,1.0
2020-21,2021-02-06,Huesca,3,5,4,20,1.0,1.0,Real Madrid,8,4,8,2,6.0,1.0,A,1.0,0.0,2.0,0.0
2020-21,2021-02-06,Elche,3,9,1,19,3.0,4.0,Villarreal,9,4,9,5,7.0,1.0,D,2.0,0.0,2.0,2.0
2020-21,2021-02-06,Sevilla,10,5,12,4,7.0,4.0,Getafe,5,7,7,13,2.0,3.0,H,3.0,0.0,0.0,0.0
2020-21,2021-02-07,Sociedad,7,7,6,6,3.0,4.0,Cadiz,8,11,5,12,4.0,7.0,H,4.0,2.0,1.0,0.0
2020-21,2021-02-07,Ath Bilbao,9,7,6,11,3.0,5.0,Valencia,5,5,8,14,2.0,2.0,D,1.0,1.0,1.0,0.0
2020-21,2021-02-07,Osasuna,4,5,5,18,3.0,2.0,Eibar,5,7,4,16,1.0,3.0,H,2.0,1.0,1.0,1.0
2020-21,2021-02-07,Betis,8,4,11,8,2.0,1.0,Barcelona,12,3,15,4,8.0,1.0,A,2.0,1.0,3.0,0.0
2020-21,2021-02-08,Ath Madrid,13,5,15,1,6.0,3.0,Celta,2,9,2,10,2.0,7.0,D,2.0,1.0,2.0,1.0
2020-21,2021-02-09,Real Madrid,9,4,10,2,5.0,1.0,Getafe,5,9,7,14,2.0,2.0,H,2.0,0.0,0.0,0.0
2020-21,2021-02-12,Celta,4,9,3,10,3.0,7.0,Elche,5,10,2,19,3.0,5.0,H,3.0,2.0,1.0,0.0
2020-21,2021-02-13,Granada,7,7,6,7,4.0,4.0,Ath Madrid,13,6,13,1,6.0,4.0,A,1.0,0.0,2.0,0.0
2020-21,2021-02-13,Sevilla,10,3,12,4,5.0,2.0,Huesca,4,6,4,20,1.0,0.0,H,1.0,0.0,0.0,0.0
2020-21,2021-02-13,Eibar,4,9,1,17,2.0,4.0,Valladolid,5,9,2,18,0.0,3.0,D,1.0,1.0,1.0,1.0
2020-21,2021-02-13,Barcelona,14,5,15,3,7.0,2.0,Alaves,4,9,4,16,2.0,6.0,H,5.0,2.0,1.0,0.0
2020-21,2021-02-14,Getafe,2,10,4,14,1.0,1.0,Sociedad,10,8,6,6,4.0,4.0,A,0.0,0.0,1.0,1.0
2020-21,2021-02-14,Real Madrid,9,4,10,2,4.0,1.0,Valencia,5,5,8,13,2.0,3.0,H,2.0,2.0,0.0,0.0
2020-21,2021-02-14,Levante,10,8,9,10,4.0,4.0,Osasuna,6,6,7,15,4.0,3.0,A,0.0,0.0,1.0,0.0
2020-21,2021-02-14,Villarreal,9,5,7,5,8.0,1.0,Betis,9,6,10,8,3.0,1.0,A,1.0,0.0,2.0,1.0
2020-21,2021-02-15,Cadiz,8,14,4,13,4.0,9.0,Ath Bilbao,10,7,7,11,4.0,4.0,A,0.0,0.0,4.0,3.0
2020-21,2021-02-17,Levante,8,8,6,11,4.0,4.0,Ath Madrid,13,7,13,1,5.0,4.0,D,1.0,1.0,1.0,1.0
2020-21,2021-02-19,Betis,9,7,10,7,4.0,1.0,Getafe,1,11,1,15,1.0,2.0,H,1.0,0.0,0.0,0.0
2020-21,2021-02-20,Elche,5,10,2,19,2.0,6.0,Eibar,4,8,2,17,3.0,5.0,H,1.0,1.0,0.0,0.0
2020-21,2021-02-20,Ath Madrid,12,7,11,1,5.0,4.0,Levante,7,7,6,11,3.0,3.0,A,0.0,0.0,2.0,1.0
2020-21,2021-02-20,Valencia,4,7,5,14,2.0,5.0,Celta,7,6,6,9,5.0,3.0,H,2.0,0.0,0.0,0.0
2020-21,2021-02-20,Valladolid,6,9,3,18,1.0,4.0,Real Madrid,11,4,12,2,6.0,1.0,A,0.0,0.0,1.0,0.0
2020-21,2021-02-21,Barcelona,16,4,15,3,7.0,1.0,Cadiz,5,17,1,14,3.0,11.0,D,1.0,1.0,1.0,0.0
2020-21,2021-02-21,Sociedad,10,7,8,5,5.0,3.0,Alaves,4,11,4,16,1.0,7.0,H,4.0,1.0,0.0,0.0
2020-21,2021-02-21,Huesca,4,5,4,20,1.0,0.0,Granada,6,9,3,9,2.0,4.0,H,3.0,3.0,2.0,1.0
2020-21,2021-02-21,Ath Bilbao,13,7,7,11,6.0,4.0,Villarreal,6,7,4,7,4.0,2.0,D,1.0,1.0,1.0,1.0
2020-21,2021-02-22,Osasuna,7,4,10,14,4.0,1.0,Sevilla,11,1,15,4,5.0,1.0,A,0.0,0.0,2.0,1.0
2020-21,2021-02-24,Barcelona,13,5,13,4,5.0,1.0,Elche,4,8,4,19,1.0,6.0,H,3.0,0.0,0.0,0.0
2020-21,2021-02-26,Levante,7,5,8,8,4.0,3.0,Ath Bilbao,12,5,8,11,6.0,3.0,D,1.0,1.0,1.0,0.0
2020-21,2021-02-27,Eibar,3,7,2,17,2.0,5.0,Huesca,7,6,7,20,4.0,1.0,D,1.0,0.0,1.0,0.0
2020-21,2021-02-27,Sevilla,11,0,15,4,4.0,0.0,Barcelona,14,5,13,3,4.0,1.0,A,0.0,0.0,2.0,1.0
2020-21,2021-02-27,Alaves,3,13,4,16,0.0,6.0,Osasuna,6,5,9,14,3.0,2.0,A,0.0,0.0,1.0,0.0
2020-21,2021-02-27,Getafe,0,7,1,15,0.0,1.0,Valencia,5,6,7,12,2.0,4.0,H,3.0,1.0,0.0,0.0
2020-21,2021-02-28,Celta,6,6,6,11,4.0,1.0,Valladolid,4,8,2,18,1.0,2.0,D,1.0,0.0,1.0,0.0
2020-21,2021-02-28,Cadiz,4,16,1,15,1.0,10.0,Betis,8,6,10,7,2.0,0.0,A,0.0,0.0,1.0,0.0
2020-21,2021-02-28,Granada,6,10,2,9,2.0,6.0,Elche,4,9,4,19,1.0,5.0,H,2.0,1.0,1.0,1.0
2020-21,2021-02-28,Villarreal,5,6,4,6,4.0,2.0,Ath Madrid,9,8,8,1,4.0,4.0,A,0.0,0.0,2.0,1.0
2020-21,2021-03-01,Real Madrid,8,3,12,3,3.0,1.0,Sociedad,12,4,11,5,4.0,1.0,D,1.0,0.0,1.0,0.0
2020-21,2021-03-05,Valencia,4,6,7,13,1.0,4.0,Villarreal,5,8,3,7,4.0,3.0,H,2.0,0.0,1.0,1.0
2020-21,2021-03-06,Valladolid,3,7,2,18,1.0,2.0,Getafe,3,7,3,14,1.0,1.0,H,2.0,2.0,1.0,1.0
2020-21,2021-03-06,Elche,5,10,4,19,2.0,5.0,Sevilla,8,2,12,4,2.0,1.0,H,2.0,0.0,1.0,0.0
2020-21,2021-03-06,Cadiz,4,14,1,15,1.0,8.0,Eibar,3,7,2,16,2.0,4.0,H,1.0,1.0,0.0,0.0
2020-21,2021-03-06,Osasuna,4,4,9,13,1.0,2.0,Barcelona,14,4,13,3,4.0,1.0,A,0.0,0.0,2.0,1.0
2020-21,2021-03-07,Huesca,8,7,7,20,4.0,1.0,Celta,6,6,6,10,3.0,1.0,A,3.0,2.0,4.0,2.0
2020-21,2021-03-07,Ath Madrid,7,6,8,1,3.0,3.0,Real Madrid,8,2,13,3,2.0,0.0,D,1.0,1.0,1.0,0.0
2020-21,2021-03-07,Sociedad,11,3,11,5,4.0,1.0,Levante,6,5,6,9,4.0,2.0,H,1.0,1.0,0.0,0.0
2020-21,2021-03-07,Ath Bilbao,8,5,6,11,5.0,3.0,Granada,7,8,5,8,3.0,5.0,H,2.0,1.0,1.0,0.0
2020-21,2021-03-08,Betis,7,4,12,6,2.0,0.0,Alaves,2,10,4,19,0.0,3.0,H,3.0,0.0,2.0,2.0
2020-21,2021-03-10,Ath Madrid,6,5,8,1,3.0,2.0,Ath Bilbao,9,4,9,10,6.0,2.0,H,2.0,1.0,1.0,1.0
2020-21,2021-03-12,Levante,4,4,5,11,3.0,2.0,Valencia,5,7,7,12,0.0,5.0,H,1.0,1.0,0.0,0.0
2020-21,2021-03-13,Alaves,4,13,3,19,2.0,3.0,Cadiz,3,10,4,13,1.0,6.0,D,1.0,1.0,1.0,0.0
2020-21,2021-03-13,Real Madrid,7,2,11,3,2.0,1.0,Elche,5,9,6,17,2.0,3.0,H,2.0,0.0,1.0,0.0
2020-21,2021-03-13,Osasuna,4,5,9,14,1.0,3.0,Valladolid,4,5,5,16,3.0,2.0,D,0.0,0.0,0.0,0.0
2020-21,2021-03-13,Getafe,4,6,3,15,2.0,3.0,Ath Madrid,6,5,8,1,4.0,3.0,D,0.0,0.0,0.0,0.0
2020-21,2021-03-14,Celta,10,9,8,9,5.0,3.0,Ath Bilbao,9,5,8,11,6.0,3.0,D,0.0,0.0,0.0,0.0
2020-21,2021-03-14,Granada,8,10,4,10,3.0,6.0,Sociedad,11,2,13,5,5.0,0.0,H,1.0,0.0,0.0,0.0
2020-21,2021-03-14,Eibar,3,6,2,19,2.0,4.0,Villarreal,5,9,2,7,4.0,3.0,A,1.0,0.0,3.0,2.0
2020-21,2021-03-14,Sevilla,7,4,9,4,1.0,1.0,Betis,9,6,12,6,2.0,2.0,H,1.0,1.0,0.0,0.0
2020-21,2021-03-15,Barcelona,13,2,13,3,5.0,0.0,Huesca,8,10,4,20,5.0,3.0,H,4.0,2.0,1.0,1.0
2020-21,2021-03-17,Sevilla,5,4,9,4,2.0,1.0,Elche,5,8,6,17,2.0,1.0,H,2.0,1.0,0.0,0.0
2020-21,2021-03-19,Betis,7,4,12,6,1.0,3.0,Levante,5,3,8,9,4.0,2.0,H,2.0,0.0,0.0,0.0
2020-21,2021-03-20,Ath Bilbao,5,5,6,11,3.0,3.0,Eibar,3,7,2,19,1.0,5.0,D,1.0,1.0,1.0,1.0
2020-21,2021-03-20,Celta,8,7,8,10,4.0,2.0,Real Madrid,7,3,11,3,2.0,1.0,A,1.0,1.0,3.0,2.0
2020-21,2021-03-20,Huesca,8,12,4,20,6.0,5.0,Osasuna,2,4,7,14,0.0,2.0,D,0.0,0.0,0.0,0.0
2020-21,2021-03-20,Valladolid,4,4,6,16,3.0,2.0,Sevilla,6,4,9,4,3.0,1.0,D,1.0,1.0,1.0,0.0
2020-21,2021-03-21,Getafe,4,4,4,15,2.0,3.0,Elche,4,10,3,17,1.0,2.0,D,1.0,0.0,1.0,1.0
2020-21,2021-03-21,Valencia,4,7,6,13,0.0,5.0,Granada,7,8,6,8,2.0,5.0,H,2.0,1.0,1.0,0.0
2020-21,2021-03-21,Villarreal,6,8,4,7,4.0,3.0,Cadiz,3,7,5,14,1.0,5.0,H,2.0,1.0,1.0,0.0
2020-21,2021-03-21,Ath Madrid,5,4,8,1,3.0,2.0,Alaves,4,14,1,19,3.0,3.0,H,1.0,0.0,0.0,0.0
2020-21,2021-03-21,Sociedad,7,2,10,6,3.0,0.0,Barcelona,12,2,13,3,5.0,1.0,A,1.0,0.0,6.0,2.0
2020-21,2021-04-02,Levante,4,4,7,10,3.0,1.0,Huesca,8,11,5,20,6.0,5.0,A,0.0,0.0,2.0,1.0
2020-21,2021-04-03,Granada,7,8,6,8,2.0,6.0,Villarreal,7,7,7,7,5.0,2.0,A,0.0,0.0,3.0,2.0
2020-21,2021-04-03,Real Madrid,8,4,11,3,2.0,2.0,Eibar,3,7,2,19,1.0,5.0,H,2.0,1.0,0.0,0.0
2020-21,2021-04-03,Osasuna,1,4,5,13,0.0,2.0,Getafe,5,4,5,15,2.0,3.0,D,0.0,0.0,0.0,0.0
2020-21,2021-04-04,Alaves,3,10,1,20,3.0,1.0,Celta,6,9,5,11,3.0,4.0,A,1.0,0.0,3.0,3.0
2020-21,2021-04-04,Elche,5,8,4,17,2.0,2.0,Betis,7,3,12,6,0.0,3.0,D,1.0,1.0,1.0,1.0
2020-21,2021-04-04,Cadiz,4,5,5,15,1.0,3.0,Valencia,6,6,9,12,1.0,3.0,H,2.0,1.0,1.0,1.0
2020-21,2021-04-04,Sevilla,5,5,7,4,2.0,2.0,Ath Madrid,6,2,11,1,3.0,1.0,H,1.0,0.0,0.0,0.0
2020-21,2021-04-05,Barcelona,17,2,15,3,6.0,1.0,Valladolid,4,4,6,16,3.0,1.0,H,1.0,0.0,0.0,0.0
2020-21,2021-04-07,Sociedad,7,8,7,7,2.0,2.0,Ath Bilbao,5,5,6,10,3.0,3.0,D,1.0,0.0,1.0,0.0
2020-21,2021-04-09,Huesca,7,9,5,18,4.0,4.0,Elche,5,7,5,17,2.0,2.0,H,3.0,2.0,1.0,1.0
2020-21,2021-04-10,Getafe,5,3,6,15,2.0,3.0,Cadiz,5,5,7,13,2.0,3.0,A,0.0,0.0,1.0,0.0
2020-21,2021-04-10,Ath Bilbao,5,5,6,10,3.0,2.0,Alaves,4,9,1,20,3.0,3.0,D,0.0,0.0,0.0,0.0
2020-21,2021-04-10,Eibar,3,8,2,19,1.0,5.0,Levante,2,6,4,11,2.0,2.0,A,0.0,0.0,1.0,1.0
2020-21,2021-04-10,Real Madrid,9,4,11,3,3.0,2.0,Barcelona,15,2,15,2,6.0,1.0,H,2.0,2.0,1.0,0.0
2020-21,2021-04-11,Villarreal,9,6,9,7,6.0,1.0,Osasuna,1,2,6,14,0.0,1.0,A,1.0,0.0,2.0,0.0
2020-21,2021-04-11,Valencia,5,8,6,13,2.0,4.0,Sociedad,4,9,5,6,1.0,2.0,D,2.0,0.0,2.0,2.0
2020-21,2021-04-11,Valladolid,4,4,6,16,3.0,1.0,Granada,5,8,6,11,1.0,5.0,A,1.0,1.0,2.0,0.0
2020-21,2021-04-11,Betis,7,4,10,5,1.0,4.0,Ath Madrid,4,3,8,2,2.0,1.0,D,1.0,1.0,1.0,1.0
2020-21,2021-04-12,Celta,9,8,8,10,6.0,4.0,Sevilla,6,3,10,4,2.0,1.0,A,3.0,3.0,4.0,2.0
2020-21,2021-04-18,Osasuna,2,3,6,13,0.0,1.0,Elche,4,9,2,18,3.0,4.0,H,2.0,1.0,0.0,0.0
2020-21,2021-04-18,Sociedad,5,10,5,6,3.0,2.0,Sevilla,9,4,13,4,4.0,4.0,A,1.0,1.0,2.0,2.0
2020-21,2021-04-18,Alaves,4,8,2,19,3.0,3.0,Huesca,9,9,7,17,6.0,5.0,H,1.0,0.0,0.0,0.0
2020-21,2021-04-18,Ath Madrid,4,3,8,1,2.0,2.0,Eibar,2,8,1,20,1.0,6.0,H,5.0,2.0,0.0,0.0
2020-21,2021-04-18,Betis,7,5,8,5,2.0,5.0,Valencia,7,7,7,14,2.0,5.0,D,2.0,2.0,2.0,1.0
2020-21,2021-04-18,Cadiz,6,4,10,12,2.0,3.0,Celta,11,11,7,10,9.0,6.0,D,0.0,0.0,0.0,0.0
2020-21,2021-04-18,Getafe,2,4,3,15,1.0,3.0,Real Madrid,10,4,13,2,5.0,2.0,D,0.0,0.0,0.0,0.0
2020-21,2021-04-18,Levante,2,5,6,9,2.0,2.0,Villarreal,10,6,9,7,6.0,0.0,A,1.0,1.0,5.0,2.0
2020-21,2021-04-21,Levante,3,9,6,10,3.0,3.0,Sevilla,10,5,13,4,5.0,5.0,A,0.0,0.0,1.0,0.0
2020-21,2021-04-21,Osasuna,4,1,9,12,1.0,0.0,Valencia,7,8,5,14,3.0,6.0,H,3.0,2.0,1.0,1.0
2020-21,2021-04-21,Betis,6,5,6,6,4.0,4.0,Ath Bilbao,3,4,4,11,2.0,2.0,D,0.0,0.0,0.0,0.0
2020-21,2021-04-21,Alaves,3,5,5,16,1.0,3.0,Villarreal,14,5,12,5,7.0,1.0,H,2.0,1.0,1.0,0.0
2020-21,2021-04-21,Elche,3,9,2,19,3.0,5.0,Valladolid,4,5,5,17,4.0,1.0,D,1.0,1.0,1.0,0.0
2020-21,2021-04-21,Cadiz,5,4,8,13,1.0,3.0,Real Madrid,9,3,13,2,5.0,1.0,A,0.0,0.0,3.0,3.0
2020-21,2021-04-22,Ath Madrid,7,2,8,2,3.0,1.0,Huesca,6,6,7,18,4.0,3.0,H,2.0,1.0,0.0,0.0
2020-21,2021-04-22,Granada,5,8,6,9,0.0,5.0,Eibar,2,12,1,20,1.0,7.0,H,4.0,2.0,1.0,0.0
2020-21,2021-04-22,Sociedad,5,12,2,7,3.0,4.0,Celta,7,8,5,10,7.0,4.0,H,2.0,2.0,1.0,1.0
2020-21,2021-04-22,Barcelona,14,4,12,4,5.0,3.0,Getafe,1,2,4,15,0.0,1.0,H,5.0,3.0,2.0,1.0
2020-21,2021-04-24,Elche,4,8,3,19,4.0,4.0,Levante,2,10,3,12,2.0,3.0,H,1.0,1.0,0.0,0.0
2020-21,2021-04-24,Valladolid,3,5,3,17,2.0,1.0,Cadiz,4,6,7,13,1.0,5.0,D,1.0,1.0,1.0,0.0
2020-21,2021-04-24,Valencia,8,10,5,14,4.0,7.0,Alaves,4,5,7,16,1.0,3.0,D,1.0,0.0,1.0,0.0
2020-21,2021-04-24,Real Madrid,10,2,13,2,8.0,1.0,Betis,6,4,7,6,4.0,3.0,D,0.0,0.0,0.0,0.0
2020-21,2021-04-25,Huesca,5,4,7,19,3.0,2.0,Getafe,3,7,3,16,1.0,4.0,A,0.0,0.0,2.0,1.0
2020-21,2021-04-25,Villarreal,12,6,9,7,5.0,2.0,Barcelona,17,6,12,3,7.0,4.0,A,1.0,1.0,2.0,2.0
2020-21,2021-04-25,Celta,8,10,4,10,8.0,6.0,Osasuna,7,2,11,9,3.0,1.0,H,2.0,1.0,1.0,0.0
2020-21,2021-04-25,Sevilla,9,5,13,4,4.0,5.0,Granada,8,7,9,8,2.0,4.0,H,2.0,1.0,1.0,0.0
2020-21,2021-04-25,Ath Bilbao,2,2,5,11,1.0,1.0,Ath Madrid,9,2,10,1,4.0,1.0,H,2.0,1.0,1.0,0.0
2020-21,2021-04-26,Eibar,2,13,1,20,1.0,7.0,Sociedad,7,12,5,6,5.0,5.0,A,0.0,0.0,1.0,1.0
2020-21,2021-04-28,Ath Bilbao,4,3,7,10,2.0,1.0,Valladolid,4,6,3,18,3.0,1.0,D,2.0,1.0,2.0,0.0
2020-21,2021-04-29,Barcelona,15,6,12,3,7.0,4.0,Granada,8,9,6,8,2.0,5.0,A,1.0,1.0,2.0,0.0
2020-21,2021-04-30,Celta,9,8,7,10,8.0,4.0,Levante,2,9,3,12,2.0,4.0,H,2.0,0.0,0.0,0.0
2020-21,2021-05-01,Eibar,1,13,0,20,0.0,7.0,Alaves,5,5,8,16,1.0,3.0,H,3.0,1.0,0.0,0.0
2020-21,2021-05-01,Elche,4,7,5,18,4.0,4.0,Ath Madrid,9,4,7,1,4.0,2.0,A,0.0,0.0,1.0,1.0
2020-21,2021-05-01,Huesca,5,6,6,19,3.0,3.0,Sociedad,7,6,8,5,6.0,3.0,H,1.0,0.0,0.0,0.0
2020-21,2021-05-01,Real Madrid,7,1,11,2,6.0,0.0,Osasuna,8,4,10,11,3.0,2.0,H,2.0,0.0,0.0,0.0
2020-21,2021-05-02,Valladolid,5,7,3,17,2.0,2.0,Betis,4,4,5,6,4.0,3.0,D,1.0,0.0,1.0,0.0
2020-21,2021-05-02,Villarreal,11,7,6,7,5.0,4.0,Getafe,4,6,5,15,2.0,3.0,H,1.0,0.0,0.0,0.0
2020-21,2021-05-02,Granada,9,8,9,8,2.0,5.0,Cadiz,4,5,8,13,1.0,5.0,A,0.0,0.0,1.0,1.0
2020-21,2021-05-02,Valencia,7,10,3,14,3.0,7.0,Barcelona,10,7,9,3,6.0,4.0,A,2.0,0.0,3.0,0.0
2020-21,2021-05-03,Sevilla,10,5,15,4,5.0,4.0,Ath Bilbao,5,4,7,10,2.0,0.0,A,0.0,0.0,1.0,0.0
2020-21,2021-05-07,Sociedad,6,6,7,5,6.0,3.0,Elche,3,7,4,19,3.0,4.0,H,2.0,0.0,0.0,0.0
2020-21,2021-05-08,Alaves,4,5,8,16,1.0,1.0,Levante,2,9,3,13,2.0,3.0,D,2.0,1.0,2.0,2.0
2020-21,2021-05-08,Barcelona,12,9,9,3,6.0,4.0,Ath Madrid,10,3,10,1,5.0,2.0,D,0.0,0.0,0.0,0.0
2020-21,2021-05-08,Cadiz,3,4,8,11,1.0,4.0,Huesca,4,6,6,18,2.0,3.0,H,2.0,2.0,1.0,1.0
2020-21,2021-05-08,Ath Bilbao,5,3,9,9,2.0,0.0,Osasuna,8,6,9,12,3.0,2.0,D,2.0,1.0,2.0,1.0
2020-21,2021-05-09,Getafe,4,7,4,15,2.0,3.0,Eibar,4,11,3,20,1.0,6.0,A,0.0,0.0,1.0,0.0
2020-21,2021-05-09,Valencia,8,11,3,14,2.0,6.0,Valladolid,6,7,4,17,2.0,2.0,H,3.0,1.0,0.0,0.0
2020-21,2021-05-09,Villarreal,9,7,6,6,3.0,4.0,Celta,8,7,7,10,5.0,4.0,A,2.0,1.0,4.0,3.0
2020-21,2021-05-09,Real Madrid,7,1,11,3,5.0,0.0,Sevilla,9,6,12,4,5.0,4.0,D,2.0,0.0,2.0,1.0
2020-21,2021-05-10,Betis,4,4,5,7,3.0,2.0,Granada,9,6,9,10,2.0,4.0,H,2.0,1.0,1.0,0.0
2020-21,2021-05-11,Osasuna,8,7,7,12,4.0,3.0,Cadiz,4,5,8,11,3.0,5.0,H,3.0,1.0,2.0,0.0
2020-21,2021-05-11,Elche,2,6,4,19,2.0,2.0,Alaves,6,7,8,16,2.0,3.0,A,0.0,0.0,2.0,1.0
2020-21,2021-05-11,Levante,3,11,1,14,3.0,4.0,Barcelona,11,7,10,3,6.0,2.0,D,3.0,0.0,3.0,2.0
2020-21,2021-05-12,Sevilla,7,5,10,4,4.0,1.0,Valencia,9,9,5,14,3.0,4.0,H,1.0,0.0,0.0,0.0
2020-21,2021-05-12,Celta,9,5,10,8,5.0,3.0,Getafe,4,7,4,16,2.0,3.0,H,1.0,1.0,0.0,0.0
2020-21,2021-05-12,Huesca,2,7,3,18,1.0,4.0,Ath Bilbao,7,5,9,9,3.0,1.0,H,1.0,0.0,0.0,0.0
2020-21,2021-05-12,Ath Madrid,9,2,10,1,4.0,1.0,Sociedad,6,4,9,5,4.0,3.0,H,2.0,2.0,1.0,0.0
2020-21,2021-05-13,Valladolid,5,8,4,18,1.0,3.0,Villarreal,10,9,6,7,4.0,7.0,A,0.0,0.0,2.0,0.0
2020-21,2021-05-13,Eibar,5,10,6,20,1.0,5.0,Betis,5,4,7,6,3.0,1.0,D,1.0,0.0,1.0,1.0
2020-21,2021-05-13,Granada,8,7,6,10,2.0,4.0,Real Madrid,7,2,9,3,3.0,1.0,A,1.0,0.0,4.0,2.0
2020-21,2021-05-16,Alaves,7,7,8,15,3.0,3.0,Granada,5,10,3,10,0.0,6.0,H,4.0,2.0,2.0,1.0
2020-21,2021-05-16,Ath Bilbao,7,6,8,9,3.0,1.0,Real Madrid,11,3,11,2,5.0,1.0,A,0.0,0.0,1.0,0.0
2020-21,2021-05-16,Ath Madrid,6,3,10,1,4.0,1.0,Osasuna,9,9,7,11,4.0,3.0,H,2.0,0.0,1.0,0.0
2020-21,2021-05-16,Barcelona,9,8,8,3,5.0,1.0,Celta,10,5,12,8,6.0,3.0,A,1.0,1.0,2.0,1.0
